51,11,4,1,1
6,12,3,10,1
6,17,4,39,0
51,6,108,2,1
30,18,15,7,1
5,65,25,20,0
2,27,27,14,0
8,5,18,8,1
5,0,13,7,1
2,67,6,49,0
2,20,7,29,0
22,7,13,1,1
56,0,11,0,1
60,1,11,5,1
1,80,1,41,0
40,5,20,5,1
57,2,15,7,1
1,92,5,41,0
6,1,5,2,1
8,8,18,10,1
2,30,15,47,0
23,12,20,10,1
3,24,2,20,0
24,19,10,8,1
5,14,2,34,0
47,14,12,6,1
6,13,5,16,0
17,11,10,3,1
6,14,887,10,1
4,1,3,5,1
49,8,14,2,1
10,10,8,8,1
59,14,3,4,1
2,72,5,21,0
4,64,5,45,0
5,35,61,27,0
26,1,7,7,1
46,17,13,4,1
2,23,2,41,0
42,7,13,4,1
35,1,8,2,1
4,54,2,49,0
1,96,1,42,0
26,18,3,10,1
47,17,5,7,1
4,26,5,26,0
21,20,20,8,1
33,7,13,740,1
2,26,2,40,0
41,7,17,8,1
21,18,20,8,1
5,18,154,5,1
5,55,7,35,0
29,19,4,2,1
3,92,1,48,0
39,13,11,6,1
45,17,4,5,1
4,67,6,41,0
6,15,4,14,0
60,20,10,4,1
1,38,1,34,0
4,84,7,10,0
7,54,4,29,0
5,62,5,27,0
9,11,7,9,1
58,15,8,2,1
5,24,7,26,0
4,71,4,50,0
20,16,17,8,1
23,14,11,1,1
38,16,16,5,1
1,41,6,12,0
33,13,17,5,1
21,3,9,10,1
2,43,415,18,0
21,4,4,5,1
2,32,3,35,0
1,24,2,35,0
4,23,5,38,0
5,79,1,21,0
4,62,2,41,0
5,7,4,5,1
14,13,18,8,1
3,50,3,25,0
60,13,13,1,1
30,12,5,9,1
4,94,1,41,0
6,74,6,35,0
34,19,9,6,1
4,52,1,24,0
4,41,3,23,0
56,14,12,6,1
1,58,6,35,0
6,35,2,22,0
58,5,8,9,1
3,27,7,33,0
29,19,9,0,1
2,29,2,10,0
40,9,16,8,1
7,68,7,49,0
53,14,3,5,1
1,45,7,14,0
6,95,6,10,0
8,14,3,1,1
3,95,6,17,0
8,1,6,3,1
20,10,13,4,1
5,28,6,48,0
58,13,4,1,1
3,44,3,44,0
3,14,5,10,0
1,100,6,26,0
7,16,12,1,1
36,9,13,8,1
22,16,7,10,1
38,9,11,1,1
3,54,6,17,0
26,15,12,10,1
12,15,13,9,1
5,69,1,24,0
4,100,3,30,0
15,14,5,0,1
4,37,6,24,0
53,19,17,7,1
5,44,3,47,0
6,85,1,42,0
32,14,15,2,1
5,10,15,6,1
25,4,11,7,1
19,10,14,6,1
14,18,18,6,1
4,45,1,35,0
5,51,1,47,0
4,93,4,36,0
6,96,4,16,0
6,84,1,17,0
5,17,3,31,0
59,5,6,0,1
43,13,16,2,1
6,64,7,18,0
17,10,15,5,1
59,11,3,0,1
28,11,14,10,1
3,67,7,37,0
52,0,4,8,1
30,20,3,2,1
3,46,3,47,0
47,1,17,3,1
2,26,4,26,0
4,82,6,17,0
60,4,11,9,1
5,82,6,28,0
11,5,9,0,1
5,31,2,26,0
58,14,13,3,1
2,61,1,49,0
2,88,1,38,0
7,86,7,29,0
4,12,13,5,1
3,80,2,34,0
58,9,13,8,1
49,11,9,7,1
37,10,17,2,1
6,63,1,14,0
1,30,1,24,0
56,16,10,2,1
32,10,15,3,1
54,4,5,4,1
23,3,4,6,1
11,16,13,8,1
35,0,18,9,1
30,14,15,10,1
2,22,1,36,0
35,20,13,0,1
3,87,2,33,0
11,19,5,1,1
1,62,2,16,0
24,10,14,5,1
57,1,15,0,1
51,12,12,4,1
48,6,5,4,1
36,6,14,10,1
1,86,3,35,0
7,47,2,20,0
51,17,7,6,1
30,20,10,10,1
6,34,6,25,0
2,23,1,41,0
52,19,8,4,1
10,10,5,9,1
5,95,1,38,0
58,5,9,5,1
7,23,4,28,0
6,22,6,33,0
7,91,7,27,0
5,65,7,12,0
7,85,2,27,0
36,20,11,8,1
1,92,6,14,0
6,11,7,13,0
43,19,10,10,1
13,18,4,1,1
5,20,14,2,1
5,43,3,49,0
4,75,5,42,0
30,6,12,8,1
1,77,1,29,0
4,56,3,46,0
4,56,3,16,0
5,11,1,20,0
4,68,5,26,0
35,18,11,6,1
18,9,16,10,1
21,17,14,4,1
18,0,6,7,1
2,100,6,49,0
18,19,19,6,1
28,17,14,2,1
47,18,8,2,1
22,11,15,3,1
3,60,1,20,0
2,38,7,44,0
4,21,1,35,0
6,55,4,48,0
1,88,3,35,0
7,5,5,2,1
7,82,2,34,0
1,62,6,48,0
11,20,8,1,1
1,30,1,18,0
3,47,7,35,0
27,1,11,5,1
34,12,16,9,1
47,12,12,6,1
57,11,15,2,1
2,90,3,10,0
4,68,2,45,0
28,19,7,0,1
6,20,12,4,1
16,1,13,10,1
30,6,4,1,1
4,4,14,9,1
45,13,5,8,1
7,16,4,16,0
38,9,7,4,1
2,86,6,16,0
35,4,15,5,1
15,3,7,10,1
4,18,8,0,1
4,26,4,41,0
26,3,19,10,1
28,1,9,3,1
1,48,2,48,0
10,3,15,2,1
38,15,11,5,1
9,18,4,5,1
17,10,17,8,1
19,2,14,5,1
6,42,4,45,0
47,3,16,9,1
5,57,1,11,0
4,20,1,34,0
43,5,10,7,1
3,36,2,30,0
36,15,20,2,1
3,90,5,45,0
12,5,18,8,1
35,2,6,10,1
37,4,5,2,1
3,16,5,37,0
4,30,5,49,0
3,18,2,22,0
5,22,2,40,0
5,98,1,37,0
3,56,7,16,0
2,90,6,48,0
1,49,3,21,0
1,90,4,19,0
58,2,4,7,1
4,28,6,14,0
6,92,3,18,0
3,100,2,49,0
3,25,2,43,0
6,67,2,37,0
5,35,5,14,0
1,58,1,26,0
41,16,9,0,1
5,25,2,33,0
38,16,17,8,1
2,74,4,15,0
52,18,6,7,1
32,16,13,10,1
2,73,1,10,0
5,83,4,21,0
17,0,6,5,1
7,56,3,26,0
1,89,3,18,0
2,61,6,15,0
